Unnamed: 0,Household sample weight (6 decimals),Number of household members,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Electricity,Radio,Television,Refrigerator,Mobile telephone,Computer,Microwave,Wealth index combined,Wealth index for urban/rural,Wealth index factor score combined (5 decimals),Wealth index factor score for urban/rural (5 decimals),Energy Use
9119,551205,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,30400,99854,868.1273970294436
9120,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,27684,96353,974.0
9121,475923,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,29686,98934,868.1273970294436
9122,475923,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,middle,richer,-18383,36964,0.0
9123,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,1175,62178,0.0
9124,475923,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,28061,96838,1145.500967939032
9125,475923,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,43990,117374,1064.934660020753
9126,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,57075,134242,974.0
9127,475923,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,80695,164693,1064.934660020753
9128,475923,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-14012,42599,559.416098883556
9129,475923,8,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,poorer,-64983,-23111,0.0
9130,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richest,richest,110318,202881,974.0
9131,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,middle,richer,-25684,27552,0.0
9132,475923,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,middle,-55317,-10650,0.0
9133,475923,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-3354,56339,1064.934660020753
9134,475923,7,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,2363,63710,1218.3559157175907
9135,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,8729,71917,974.0
9136,475923,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richest,20902,87609,1145.500967939032
9137,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,58164,135646,974.0
9138,475923,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,58855,136537,868.1273970294436
9139,475923,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,0,0,0,middle,richest,18416,84405,860.9969871975796
9140,475923,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,poorer,poorer,-59320,-15811,738.1539678905639
9141,475923,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,0,0,0,poorer,poorer,-72446,-32732,2.2973967099940698
9142,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,85136,170418,974.0
9143,475923,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,richer,richest,56626,133663,894.0
9144,475923,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-2601,57310,868.1273970294436
9145,443747,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,middle,richer,-9639,48237,204.62173647890373
9146,443747,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,0,0,0,poorest,poorer,-89750,-55039,0.0
9147,443747,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,poorer,-62352,-19720,0.0
9148,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,1,0,1,0,0,poorer,middle,-32609,18624,0.0
9149,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,middle,-47564,-655,0.0
9150,443747,8,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,richer,richest,63464,142479,356.26713590868144
9151,443747,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,poorer,-69745,-29250,677.5253052301479
9152,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,27473,96081,974.0
9153,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-6440,52361,974.0
9154,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,14484,79336,868.1273970294436
9155,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,middle,richer,-10642,46944,894.0
9156,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,0,0,0,richer,richest,98286,187371,1663.1680932822812
9157,443747,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,55030,131607,738.1539678905639
9158,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,54727,131215,868.1273970294436
9159,443747,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,35806,106824,1064.934660020753
9160,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,53282,129353,868.1273970294436
9161,443747,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,1,richest,richest,102472,192767,1646.6032833585768
9162,443747,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,95875,184263,559.416098883556
9163,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,middle,richer,-3728,55857,230.0
9164,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,17331,83006,868.1273970294436
9165,443747,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,poorer,-58397,-14621,230.0
9166,443747,8,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,richer,richest,44571,118123,0.0
9167,443747,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,-15721,40396,0.0
9168,443747,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-47505,-579,0.0
9169,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,middle,-55915,-11420,894.0
9170,496085,7,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,-14520,41944,0.0
9171,496085,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,poorer,poorer,-57963,-14060,240.65133182541047
9172,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-1763,58391,974.0
9173,496085,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,poorer,-58148,-14300,1051.414646137058
9174,496085,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,1,middle,richer,10556,74272,1080.7059119219139
9175,496085,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,0,0,0,poorer,middle,-42867,5400,2.2973967099940698
9176,496085,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-78200,-40150,0.0
9177,496085,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,richer,richest,61981,140567,977.4656941052906
9178,496085,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,poorer,-70057,-29652,132.100310824659
9179,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,middle,-54835,-10029,230.0
9180,496085,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,middle,-39769,9394,270.49817518067493
9181,496085,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,poorer,-60598,-17457,0.0
9182,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorer,-78720,-40820,0.0
9183,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,poorer,-68960,-28238,0.0
9184,496085,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-56770,-12523,0.0
9185,496085,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-45734,1704,0.0
9186,496085,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorest,poorest,-90444,-55934,894.0
9187,496085,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,72639,154308,868.1273970294436
9188,496085,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,middle,-38277,11318,977.4656941052906
9189,496085,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,poorer,middle,-40931,7896,295.20775996468507
9190,496085,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,poorer,-60514,-17350,0.0
9191,496085,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,0,0,0,poorer,middle,-53352,-8116,968.7187975137444
9192,496085,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,16060,81368,559.416098883556
9193,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,poorer,-65078,-23234,0.0
9194,503274,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,94360,182310,868.1273970294436
9195,503274,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,44122,117544,559.416098883556
9196,503274,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,richer,richest,49654,124676,155.0742779245997
9197,503274,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,middle,richest,21581,88484,240.65133182541047
9198,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,90357,177149,738.1539678905639
9199,503274,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,middle,-52365,-6844,251.47327700695396
9200,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,0,1,richest,richest,149808,253791,1823.4070295120089
9201,503274,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,-13357,43443,0.0
9202,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorer,-83226,-46629,0.0
9203,503274,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,richer,richest,36265,107415,240.65133182541047
9204,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,1,0,richer,richest,29031,98089,0.0
9205,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,0,0,0,richest,richest,104305,195131,732.0911016245223
9206,503274,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,poorer,middle,-34080,16729,270.0
9207,503274,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,middle,middle,-27593,25091,204.99928266609038
9208,503274,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,poorer,-71861,-31978,0.0
9209,503274,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorer,-80998,-43757,0.0
9210,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,0,0,0,poorest,poorest,-92558,-58660,0.0
9211,503274,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,middle,richer,-18998,36171,977.4656941052906
9212,503274,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,61366,139775,974.0
9213,503274,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,1,0,richer,richest,48795,123569,513.4681646836746
9214,503274,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,1,0,richer,richest,85568,170974,738.1539678905639
9215,424188,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,0,0,0,poorest,poorest,-126514,-102435,0.0
9216,424188,9,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,poorer,middle,-35883,14403,0.0
9217,424188,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,middle,richer,-5592,53454,0.0
9218,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-81023,-43789,0.0
9219,424188,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,middle,richer,7873,70812,677.5253052301479
9220,424188,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-83438,-46902,0.0
9221,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,97805,186751,974.0
9222,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorer,-84414,-48160,0.0
9223,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,middle,richest,21136,87911,270.0
9224,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-52904,-7538,0.0
9225,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-81698,-44659,0.0
9226,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,1,0,1,0,0,middle,richer,-6550,52220,0.0
9227,424188,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-44161,3732,0.0
9228,424188,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorest,-97411,-64916,0.0
9229,424188,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorest,-99082,-67070,0.0
9230,424188,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,middle,richer,10855,74657,240.65133182541047
9231,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,poorer,middle,-34454,16246,270.0
9232,424188,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-81043,-43815,0.0
9233,424188,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,richer,richest,45289,119048,1051.414646137058
9234,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,49518,124501,974.0
9235,424188,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,poorer,-61120,-18131,0.0
9236,424188,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,0,0,richest,richest,144876,247434,2048.9605265697032
9237,424188,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,middle,-40164,8885,894.0
9238,424188,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-81392,-44265,0.0
9239,424188,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,0,0,richest,richest,130802,229290,1670.2985031141452
9240,570724,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,0,1,richest,richest,118045,212843,2630.6291499075273
9241,570724,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,middle,richer,-8113,50204,174.30740514869578
9242,570724,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,62836,141669,1064.934660020753
9243,570724,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,richer,richest,56716,133780,513.4681646836746
9244,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,middle,-35214,15266,796.8232987108036
9245,570724,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,middle,richer,763,61647,132.100310824659
9246,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,17615,83372,868.1273970294436
9247,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,0,0,0,poorer,middle,-36987,12980,3.5652049159320067
9248,570724,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,11090,74960,0.0
9249,570724,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,0,1,richest,richest,118238,213093,2630.6291499075273
9250,570724,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,76121,158796,1145.500967939032
9251,570724,6,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-1543,58674,1145.500967939032
9252,570724,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,1,poorest,poorest,-105299,-75084,0.0
9253,570724,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,1,1,1,0,richest,richest,108182,200128,2048.9605265697032
9254,570724,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,1,1,0,0,middle,richer,-14281,42252,1794.0
9255,570724,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,67847,148129,738.1539678905639
9256,570724,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richest,19160,85364,974.0
9257,570724,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,poorer,middle,-36444,13681,677.5253052301479
9258,570724,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,middle,richest,20621,87247,295.20775996468507
9259,570724,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,53084,129098,974.0
9260,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,1,0,1,0,0,richer,richest,74578,156806,240.65133182541047
9261,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-82496,-45688,0.0
9262,570724,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,1,poorer,middle,-44700,3037,0.0
9263,570724,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,middle,richer,-7969,50390,230.0
9264,570724,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,richer,richest,64707,144082,868.1273970294436
9265,456458,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-82179,-45280,0.0
9266,456458,12,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-57488,-13448,0.0
9267,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,middle,-45315,2244,0.0
9268,456458,1,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,0,0,0,poorest,poorer,-81969,-45009,0.0
9269,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorer,poorer,-71733,-31813,174.30740514869578
9270,456458,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorer,-76232,-37612,0.0
9271,456458,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,6049,68461,1064.934660020753
9272,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,poorer,-66848,-25515,0.0
9273,456458,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorest,-121273,-95679,0.0
9274,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorest,-106717,-76913,0.0
9275,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorer,poorer,-70880,-30713,0.0
9276,456458,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,poorer,poorer,-71169,-31086,0.0
9277,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-78886,-41034,0.0
9278,456458,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorest,-131444,-108790,0.0
9279,456458,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorest,-118414,-91993,0.0
9280,456458,7,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,0,0,0,1,0,0,poorest,poorer,-88490,-53415,287.702115621197
9281,456458,2,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorest,-90322,-55778,0.0
9282,456458,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,0,0,0,poorest,poorest,-146982,-128821,0.0
9283,456458,13,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorer,middle,-55446,-10816,0.0
9284,456458,8,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,0,0,0,1,0,0,poorest,poorer,-77543,-39303,0.0
9285,456458,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,0,0,1,0,0,poorest,poorest,-99683,-67846,0.0
9286,456458,3,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,0,0,1,0,0,middle,richer,-11070,46393,796.8232987108036
9287,456458,4,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,0,1,1,0,1,0,0,middle,richer,5720,68037,0.0
9288,456458,5,tharaka-nithi: rural,tharaka-nithi: rural,tharaka-nithi,2,1,1,1,0,1,0,0,middle,richer,-13768,42914,1064.934660020753
9289,882584,10,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,1,0,1,0,0,richer,poorer,51667,-33162,1405.189708353626
9290,882584,1,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,0,0,0,1,0,0,richer,poorer,66330,-14291,132.100310824659
9291,882584,1,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,0,0,0,1,0,0,richer,poorer,65154,-15805,132.100310824659
9292,882584,1,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,0,0,0,1,0,0,richer,poorer,66961,-13479,132.100310824659
9293,882584,3,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,0,0,1,0,0,richer,middle,90205,16436,796.8232987108036
9294,882584,1,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,0,0,1,0,0,richer,poorer,58261,-24675,513.4681646836746
9295,882584,1,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,0,0,0,1,0,0,richer,poorer,77316,-152,132.100310824659
9296,882584,3,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,1,0,1,1,0,richest,richer,134207,73067,868.1273970294436
9297,882584,3,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,1,0,1,0,0,richest,middle,104003,34194,868.1273970294436
9298,882584,2,tharaka-nithi: urban,tharaka-nithi: urban,tharaka-nithi,1,1,1,0,0,1,0,0,richer,poorer,60806,-21400,677.5253052301479
